"","X1","X2","X3","X4","X5","X6","tran","by","subset"
"1",2.70001855264923,3.84541326884536,3.22452115397824,5.37235584060253,2.79113422813323,2.6803775661103,"cate","0.2","full"
"2",2.70001855264923,3.84541326884536,2.95006758787317,4.41773912007024,2.28892770223363,2.69555937429167,"cate","0.2","full"
"3",2.70001855264923,3.84541326884536,3.86588731581233,4.81730100828781,2.90546878329281,2.4646224708331,"cate","0.2","full"
"4",2.70001855264923,3.84541326884536,2.55100263708694,5.79640079010913,2.483502247564,3.79133028356179,"cate","0.2","full"
"5",2.70001855264923,3.84541326884536,2.91795171371044,4.62831143422358,2.74998732238343,4.57948466490451,"cate","0.2","full"
"6",2.70001855264923,3.84541326884536,3.3064016572502,3.58188581611264,3.13193192119899,3.5755007770696,"cate","0.2","full"
"7",2.70001855264923,3.84541326884536,2.72017321616024,4.2880746385184,2.81600206534235,1.74943642962122,"cate","0.2","full"
"8",2.70001855264923,3.84541326884536,3.906171359502,3.61435514562871,3.47351474719876,2.97939380393666,"cate","0.2","full"
"9",2.70001855264923,3.84541326884536,2.83807574599655,4.10373078836949,3.14023687896897,1.85452219574911,"cate","0.2","full"
"10",2.70001855264923,3.84541326884536,2.99453789895044,4.81527650481671,2.33647250938502,2.55998190254255,"cate","0.2","full"
"11",2.70001855264923,3.84541326884536,3.31101626181383,5.29062344834502,3.45885514953229,3.14064666960017,"cate","0.2","full"
"12",2.70001855264923,3.84541326884536,3.47433512605831,5.34155582218269,3.63514625138055,2.5018845353121,"cate","0.2","full"
"13",2.70001855264923,3.84541326884536,2.74295215640925,3.48813292032741,2.68834354340827,2.30566673427563,"cate","0.2","full"
"14",2.70001855264923,3.84541326884536,3.17786431981069,4.97779153641947,2.82113936823759,3.0998256145807,"cate","0.2","full"
"15",2.70001855264923,3.84541326884536,3.74938953733878,3.70317810378632,3.00758971173987,2.33693916539492,"cate","0.2","full"
"16",2.70001855264923,3.84541326884536,2.9624042761678,6.77458798652512,2.72973738501892,3.44919742687021,"cate","0.2","full"
"17",2.70001855264923,3.84541326884536,3.33147224855512,5.95405510016535,2.81412206012809,2.65020748239706,"cate","0.2","full"
"18",2.70001855264923,3.84541326884536,2.64202980921191,6.33572704713217,2.52720692719222,3.04814307229764,"cate","0.2","full"
"19",2.70001855264923,3.84541326884536,3.07880834605532,5.20833986124915,2.33990661889048,1.38732010450701,"cate","0.2","full"
"20",2.70001855264923,3.84541326884536,3.09341024514617,3.24884831000527,2.91542684768502,1.83944680289981,"cate","0.2","full"
"21",2.70001855264923,3.84541326884536,2.73904803196968,2.99250818832572,2.00413263580972,1.88753244848228,"cate","0.2","full"
"22",2.70001855264923,3.84541326884536,1.78301155498292,2.79031441164654,2.07814963714513,2.31354111552168,"cate","0.2","full"
"23",2.70001855264923,3.84541326884536,1.74661460378735,4.3791535575633,1.76778371815836,3.29326566650639,"cate","0.2","full"
"24",2.70001855264923,3.84541326884536,1.90235012967333,4.41598538913686,1.99011072919946,1.77519357984065,"cate","0.2","full"
"25",2.70001855264923,3.84541326884536,3.53621703300571,2.48134090800828,3.03568323043886,1.40604805500344,"cate","0.2","full"
