"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","cor_main","S1_jack.cor_main","S1_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.490807985736547,0.492556707497876,0.00776927294460805,"normal","un",2,75,0.5,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,15
