"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_main.1","GCTA_inter.1","sub_GCTA_main.1","sub_GCTA_inter.1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,9.24015990318332,0,10.1403857302404,0,9.24015990318332,0,10.1403857302404,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.42750739291711,0,9.24015990318332,0,9.42750739291711,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.10035661986831,0,9.24015990318332,0,8.10035661986831,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.18903395935558,0,9.24015990318332,0,8.18903395935558,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,7.9768967804231,0,9.24015990318332,0,7.9768967804231,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.86206427547573,0,9.24015990318332,0,8.86206427547573,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.74960162524651,0,9.24015990318332,0,8.74960162524651,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,11.993303496169,0,9.24015990318332,0,11.993303496169,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,7.76403115243238,0,9.24015990318332,0,7.76403115243238,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.08182295327691,0,9.24015990318332,0,9.08182295327691,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,6.67727238268831,0,9.24015990318332,0,6.67727238268831,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.57466181562302,0,9.24015990318332,0,8.57466181562302,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.92673385992521,0,9.24015990318332,0,8.92673385992521,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.21430892554216,0,9.24015990318332,0,9.21430892554216,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,7.65932104461419,0,9.24015990318332,0,7.65932104461419,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,11.562572774967,0,9.24015990318332,0,11.562572774967,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.45696228024381,0,9.24015990318332,0,8.45696228024381,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.96532201828226,0,9.24015990318332,0,9.96532201828226,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.33241696553964,0,9.24015990318332,0,9.33241696553964,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.2924771539138,0,9.24015990318332,0,9.2924771539138,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,9.91858520530809,0,9.24015990318332,0,9.91858520530809,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,8.55407383505585,0,9.24015990318332,0,8.55407383505585,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
10,0,0,0,9.24015990318332,0,10.8523511574047,0,9.24015990318332,0,10.8523511574047,0,"chi","I",500,1000,0.5,0,0,0,0,FALSE,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,282
