"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5990513869366,5.59961375634834,15.5984890175249,11.2528605165765,0,11.2803991822349,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5724344224477,5.57093042936684,15.5739384155286,11.2528605165765,0,11.2589785190148,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,9.40831603167234,4.63890407945116,14.1777279838935,11.2528605165765,0,9.98650977524591,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.2148649633562,5.39886860979422,15.0308613169181,11.2528605165765,0,10.5932879279993,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6457396614822,5.66296636094462,15.6285129620198,11.2528605165765,0,11.3680057246599,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6062483161745,5.60583493232152,15.6066617000275,11.2528605165765,0,11.3017237878553,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,11.1411508618968,6.18630321069696,16.0959985130967,11.2528605165765,0,11.5958282580333,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4889612586708,5.49805547935223,15.4798670379893,11.2528605165765,0,11.3726296000287,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6828349060802,5.6785972607834,15.687072551377,11.2528605165765,0,11.3209853124555,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,11.241829227263,6.26439545485826,16.2192629996677,11.2528605165765,0,11.6306951062034,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,9.69520318648304,4.85691769726248,14.5334886757036,11.2528605165765,0,10.4337398191094,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5456048706801,5.54693672026245,15.5442730210977,11.2528605165765,0,11.2387854996647,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5977942604587,5.59073349993359,15.6048550209838,11.2528605165765,0,11.3910188972916,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.7073443320827,5.70174747819711,15.7129411859684,11.2528605165765,0,11.3208339464605,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4123864550714,5.43014046341106,15.3946324467318,11.2528605165765,0,11.1452713087873,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4068737365648,5.41427805426231,15.3994694188673,11.2528605165765,0,11.153649743793,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.3625026147683,5.38889296293607,15.3361122666005,11.2528605165765,0,11.0957690166224,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.2118589445802,5.22558596310855,15.1981319260518,11.2528605165765,0,11.1346847857997,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.363696512431,5.40645096404101,15.3209420608209,11.2528605165765,0,11.2164040256807,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5430492588537,5.57522392015963,15.5108745975477,11.2528605165765,0,11.2049407443102,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6777862488892,5.7125067773615,15.6430657204168,11.2528605165765,0,11.3148050328257,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.7440208854067,5.73604407768774,15.7519976931256,11.2528605165765,0,11.3153285773657,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.8625750130267,5.87170520010269,15.8534448259507,11.2528605165765,0,11.4236769014913,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.3531727763899,5.39211774200716,15.3142278107726,11.2528605165765,0,11.1249124532618,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.563441437458,5.56412155192101,15.5627613229951,11.2528605165765,0,11.2513937867154,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6491018080713,5.64368567671078,15.6545179394319,11.2528605165765,0,11.3392012599259,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5728924779725,5.58360569144278,15.5621792645021,11.2528605165765,0,11.2814284020299,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.8649189089871,5.86662177227379,15.8632160457005,11.2528605165765,0,11.4252255066541,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6765947033557,5.68482840582429,15.6683610008871,11.2528605165765,0,11.3169995727531,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6564696986053,5.68046160161548,15.632477795595,11.2528605165765,0,11.3104163248946,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.087305136823,5.13710647123281,15.0375038024131,11.2528605165765,0,11.0172759650101,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4942462646855,5.48745367719231,15.5010388521786,11.2528605165765,0,11.380505254163,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4797598023354,5.48059393009224,15.4789256745787,11.2528605165765,0,11.2128076086987,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4771339422825,5.4769789492893,15.4772889352758,11.2528605165765,0,11.2305542596568,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6325543514084,5.63763758304157,15.6274711197753,11.2528605165765,0,11.3115264837746,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5146414884671,5.52137685857317,15.507906118361,11.2528605165765,0,11.2009217216902,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6173349793873,5.60443867267273,15.6302312861018,11.2528605165765,0,11.3646323908259,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.7799999363125,5.7789179705669,15.7810819020582,11.2528605165765,0,11.5172308485833,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.9877215491275,6.00108010539095,15.9743629928641,11.2528605165765,0,11.5346750035138,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.3360754262189,5.36717195658616,15.3049788958517,11.2528605165765,0,11.0494016195604,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6349683462794,5.63245086583241,15.6374858267265,11.2528605165765,0,11.3054320303158,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.7548474559243,5.75580940462692,15.7538855072217,11.2528605165765,0,11.3621848216742,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4178519615189,5.43620160627991,15.3995023167579,11.2528605165765,0,11.1942557037861,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.2880034916991,5.30761480957582,15.2683921738224,11.2528605165765,0,11.2450662762548,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.5150047824754,5.51462564898696,15.5153839159639,11.2528605165765,0,11.2322587441622,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.4848500266034,5.48449857465935,15.4852014785475,11.2528605165765,0,11.2159284013825,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.6025329979903,5.60201949978058,15.6030464962001,11.2528605165765,0,11.2726723107427,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,10.5603070755876,5.59258648238486,15.5280276687903,10.7343790553333,5.75672711387982,15.7120309967868,11.2528605165765,0,11.3722793490097,0,"chi","un",21,200,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",200,0.5,1e+05,FALSE,1
