"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.05077407346711,2.88225728750538,13.2192908594288,8.8646066319678,0,8.54327527740241,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.72004865279125,3.46764503419756,13.9724522713849,8.8646066319678,0,9.04427791669447,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.50001165403808,3.25053386744536,13.7494894406308,8.8646066319678,0,8.90286415224883,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,7.86837795074211,2.73224319243606,13.0045127090482,8.8646066319678,0,8.2563863456378,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,9.04976246456526,3.99116271141496,14.1083622177155,8.8646066319678,0,9.13428293694067,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.5180653492279,3.25940937254871,13.7767213259071,8.8646066319678,0,8.8706223183146,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,7.89597666572407,2.76584888465903,13.0261044467891,8.8646066319678,0,8.41092292534391,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.41962431377177,3.18639867428111,13.6528499532624,8.8646066319678,0,8.77621613473995,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.50130855281427,3.25675000121046,13.7458671044181,8.8646066319678,0,8.83512609850803,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,7.67480675467213,2.52467015018469,12.8249433591596,8.8646066319678,0,8.38139160788884,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.0304308282707,2.86787987818911,13.1929817783523,8.8646066319678,0,8.51322574582648,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.43681313911658,3.22139399027392,13.6522322879592,8.8646066319678,0,8.78152270889857,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
8,2,1.83697771289037,13.6739554257808,8.47127942231143,3.28698938234863,13.6555694622742,8.52005135717461,3.26753386991035,13.7725688444389,8.8646066319678,0,8.86218004008287,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,101,"leave-1",100,0.5,1e+05,FALSE,1
