"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","i_1","i_2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
NA,0,0,0,0.595286281808895,0,0.562810413199283,0,0.608737677697146,0.576936340579297,1,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.676024497868203,0,0.608737677697146,0.69597344780765,2,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.716265812911568,0,0.608737677697146,0.705459524929144,3,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.614950724880765,0,0.608737677697146,0.637060549582161,4,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.609260438421439,0,0.608737677697146,0.550550283797116,5,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.636089408315939,0,0.608737677697146,0.655290311470874,6,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.601340667564715,0,0.608737677697146,0.619306305909565,7,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.76796894463023,0,0.608737677697146,0.592945577475928,8,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.580078210725552,0,0.608737677697146,0.564927838840669,9,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.445766997513725,0,0.608737677697146,0.424692282881623,10,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.607973633836867,0,0.608737677697146,0.605157621286328,11,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.710539983776934,0,0.608737677697146,0.602701135447886,12,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.479551316101161,0,0.608737677697146,0.507046558869415,13,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.60370762556373,0,0.608737677697146,0.621158612636619,14,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.653997664906675,0,0.608737677697146,0.658082232591748,15,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.618003645010555,0,0.608737677697146,0.622753896586918,16,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.5603257392061,0,0.608737677697146,0.575550042359026,17,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.642623696593401,0,0.608737677697146,0.636344740439809,18,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.666846879133098,0,0.608737677697146,0.664039791220932,19,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.842220263777137,0,0.608737677697146,0.84235487562925,20,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.702123875341012,0,0.608737677697146,0.701559583277686,21,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.627441899777003,0,0.608737677697146,0.640966722084561,22,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.508503922049928,0,0.608737677697146,0.539469085152935,23,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.679533836781988,0,0.608737677697146,0.659372787678559,24,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.70683153054046,0,0.608737677697146,0.596011638044752,25,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.417568588650504,0,0.608737677697146,0.44543334683931,26,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.552269777894704,0,0.608737677697146,0.581028849684409,27,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
NA,0,0,0,0.595286281808895,0,0.756690880894145,0,0.608737677697146,0.754856103184166,28,0,"normal","I",100,150,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",11325,0.5,1e+05,1
