"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","i_1","i_2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.61118375821809e-07,1,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.62316197294449e-07,2,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.61007735544926e-07,3,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.45499871163992e-07,4,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.35866667247628e-07,5,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.46022748330118e-07,6,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.50844268323857e-07,7,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.40335214574609e-07,8,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.23892251113926e-07,9,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.57933353636007e-07,10,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.52764475273959e-07,11,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.55111215253377e-07,12,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.38800285641301e-07,13,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.36901328303463e-07,14,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.34789420840839e-07,15,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.62507787149415e-07,16,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.56564443065633e-07,17,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.61312693918071e-07,18,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.57220150406282e-07,19,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.57127709664295e-07,20,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.60810753811602e-07,21,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.62455341542104e-07,22,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.60346047583784e-07,23,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.57519351831699e-07,24,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.52038990497614e-07,25,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
NA,0,0,0,0,0,0,0,9.49665556814743e-07,9.41335620726074e-07,26,0,"normal","I",100,75,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",2850,0.5,1e+05,1
