"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","i_1","i_2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,8.41061284766666,0,8.36966076924557,0,8.41061284873543,8.36966081790608,1,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.43733535597464,0,8.41061284873543,8.43733658486074,2,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.47790586107337,0,8.41061284873543,8.47790624303111,3,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.24534338828252,0,8.41061284873543,8.24534339607725,4,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.31142323189973,0,8.41061284873543,8.3114233176226,5,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.35368944956553,0,8.41061284873543,8.35368952079671,6,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.41807763463699,0,8.41061284873543,8.41807710426833,7,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.78916253458265,0,8.41061284873543,8.78916265174015,8,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.3669580904983,0,8.41061284873543,8.36695815219497,9,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.46239088311431,0,8.41061284873543,8.46239104043744,10,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.48471689147292,0,8.41061284873543,8.48471693895873,11,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.2765033053133,0,8.41061284873543,8.27650335321656,12,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.37294023360624,0,8.41061284873543,8.37294027020793,13,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.4165974503776,0,8.41061284873543,8.41659744815548,14,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.36786623282991,0,8.41061284873543,8.36786624793089,15,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.43162875199259,0,8.41061284873543,8.43162773346623,16,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,9.25288162181368,0,8.41061284873543,9.25288083506657,17,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.40261072801527,0,8.41061284873543,8.40261076938782,18,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.21507586107461,0,8.41061284873543,8.21507542091315,19,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
8,0,0,0,8.41061284766666,0,8.78541355049454,0,8.41061284873543,8.78541362703192,20,0,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,1
