"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_inter","GCTA_rr_main","S1_jack.GCTA_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,8.41726552527141,0,0,8.39775400626526,-1473.52024039453,6.07248048917088,-1528.69871519185,6.07248022800893,"normal","I",100,200,0.5,0,0,0,0,FALSE,FALSE,100,"leave-d",2828,0.5,1e+05,25
