"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_inter","GCTA_rr_main","S1_jack.GCTA_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,7.8476719743017,0,0,7.84767219494867,-192.452458856638,25.1154795976303,-193.722840415625,25.2952305433269,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",354,0.5,1e+05,96
