"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,3.70355211799972,0,3.6466688427418,0,3.70355143742553,3.64666846613125,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.59262835699426,0,3.70355143742553,3.59262836380229,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.2084148886717,0,3.70355143742553,3.20841541540989,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,2.23868211175475,0,3.70355143742553,2.23868313964306,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,2.99425979792732,0,3.70355143742553,2.99425894816417,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.95195641485521,0,3.70355143742553,3.95195533423365,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.89614829162294,0,3.70355143742553,3.89614759431238,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.78983318602028,0,3.70355143742553,3.78983347360746,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,4.27427168059682,0,3.70355143742553,4.27427230533447,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.1635241764587,0,3.70355143742553,3.16352319237707,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.0854248953733,0,3.70355143742553,3.0854243828757,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.53406541877075,0,3.70355143742553,3.5340659574335,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.60856568408418,0,3.70355143742553,3.60856452176798,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,4.63180220526271,0,3.70355143742553,4.63180076935537,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.22458110594208,0,3.70355143742553,3.22457946376379,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.71580713727263,0,3.70355143742553,3.71580699978788,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.84603131635218,0,3.70355143742553,3.84603205217672,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.9551054650968,0,3.70355143742553,3.9551048730026,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.78369607428782,0,3.70355143742553,3.78369534308926,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.84577149650002,0,3.70355143742553,3.84577226745824,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,4.46953393225921,0,3.70355143742553,4.46953311336255,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.93860071112164,0,3.70355143742553,3.93859932380416,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,3.49742806399661,0,3.70355143742553,3.49742702200859,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,1
