"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,20.6419416173295,21.4805010414989,20.2252246704795,89.0381270284564,NA,20.555108210696,19.0733211407903,156.765421338834,63.0844778818438,"1999","un",21,100,"1999",0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,47
