"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,30.7684467175539,24.3938591155177,20.6066128989464,209.762334056869,NA,24.9963891528245,36.4767732965229,182.200606035395,-162.272299944723,"1999","un",21,100,"1999",0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,5
