"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","x_dist","structure","p","n","rho","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","combine","pro","n_sub","inter_std","i"
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,80.1752697827337,48.6983496752803,111.652189890187,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,81.187153261385,48.2577002926707,114.116606230099,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,93.2665786634194,55.1831772884396,131.349980038399,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,80.8634774219268,51.3126695165678,110.414285327286,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,85.5983486179136,52.6729737276788,118.523723508148,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,94.0362602923882,60.3928876250643,127.679632959712,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,105.535687857859,66.1136298992814,144.957745816437,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,84.9738658285204,51.9162156286397,118.031516028401,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,87.7419956824761,53.617453330013,121.866538034939,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,89.8612791648399,53.7328806866084,125.989677643071,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,73.3826100786823,44.0401643441145,102.72505581325,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,NA,NA,NA,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
47.9411752263626,0,0,47.9411752263626,97.4685666265201,65.6799846665727,129.257148586467,104.273472635362,69.7037471364513,138.843198134273,"chi","un",33,500,1,0.5,0,0,0,FALSE,0.5,200,TRUE,56
