"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_total","GCTA_interaction","prop_total","prop_interaction","sub_GCTA_total","sub_GCTA_interaction","sub_prop_total","sub_prop_interaction","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interaction_m","combine","pro","n_sub","inter_std","i"
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,116.46022593582,0,109.077735843156,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,111.454884162841,0,106.690657269614,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,106.371259560882,0,103.152335060958,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,107.22940599457,0,101.891391143708,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,98.193308146345,0,91.9766887977656,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,106.051398689955,0,101.409891362709,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,104.718089068225,0,101.218003375002,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,108.572732922907,0,NA,NA,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,111.824333174765,0,106.179644754307,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,109.746712719541,0,106.754557032841,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,105.648142039371,0,104.237552123471,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,111.024446823572,0,106.049315453614,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,120.487805518551,0,110.149227489268,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,113.04134836934,0,106.015919991621,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,106.000561690537,0,105.554420810844,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,108.838619258767,0,104.364801112268,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,107.940386342244,0,104.716536922135,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,101.800718573832,0,96.6406130802264,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,107.927152881467,0,108.964173992214,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,115.275913731766,0,117.219744939153,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,102.013085679646,0,99.9687800840347,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,105.208994118088,0,104.963021584852,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,110.110900704523,0,104.565644896068,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,113.036283348785,0,107.855421901666,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,107.236147198351,0,103.047232781114,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,107.193262763946,0,102.700582280519,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,113.340176168329,0,101.925946012059,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,103.543572503068,0,98.2946852230658,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,108.892577344475,0,104.115625432869,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,99.0784842795272,0,102.297968701859,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,114.135383491557,0,112.445910304142,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
86.8342897183371,14.9021740201427,-0.859619955105692,100.876843783374,107.006158656965,0,105.230097778212,0,120.594514874457,0,108.187808193186,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,68
