"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_total","GCTA_interaction","prop_total","prop_interaction","sub_GCTA_total","sub_GCTA_interaction","sub_prop_total","sub_prop_interaction","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interaction_m","combine","pro","n_sub","inter_std","i"
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,101.094640357643,0,93.8069151592477,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,107.542497380693,0,97.9834536845972,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,106.110757374556,0,92.9078251583492,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,106.080354792884,0,98.0637292351967,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,106.646589429018,0,102.802337471083,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,97.6273830796313,0,93.9060129059522,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,104.473199657351,0,100.608556681372,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,102.871964691625,0,96.0113229780626,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,100.705784794271,0,102.789349466706,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,113.052193892297,0,107.618138035836,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,102.277872608055,0,96.1595296067588,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,101.703324004487,0,96.3164664525012,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,111.462169767581,0,104.42742006304,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,104.485406203912,0,96.6243309469001,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,115.56527132576,0,104.002092098141,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,108.567846482686,0,101.799311858092,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,99.3679378071896,0,93.0805151806773,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,104.201351776711,0,102.310372826623,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,98.5078598426565,0,91.4940547571931,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,104.773349054078,0,93.6935720635023,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,107.197656749584,0,99.0863851083353,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,105.58831209203,0,97.8583170667955,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,114.432470690315,0,99.8735049368086,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,108.912093826417,0,99.0004152776323,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,104.824563815839,0,101.837854938311,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,108.892445121407,0,100.454221793827,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,105.777105621643,0,103.694970580186,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
84.6241796475647,14.6704162949961,0.864153494004172,100.158749436565,105.838750308149,0,101.172213777977,0,102.420649713973,0,96.0379138171264,0,"normal","I",33,1500,0.5,0,0.1,0,0,TRUE,0.5,500,TRUE,8
