"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","prop_total","prop_inter","sub_GCTA_total","sub_GCTA_inter","sub_prop_total","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,57.252226655022,2.78136845595945,111.723084854085,119.041866255523,0,179.744705601529,0,57.2908672807901,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,78.6554797732607,1.96761683192744,155.343342714594,119.041866255523,0,179.744705601529,0,91.5384533951724,0,528.702792445308,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,98.4474219199716,31.9817028106945,164.913141029249,119.041866255523,0,179.744705601529,0,118.507431497812,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,62.8435110470059,19.2064683533662,106.480553740645,119.041866255523,0,179.744705601529,0,69.0704217631317,0,317.936391525117,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,79.0060305241382,36.9123553724935,121.099705675783,119.041866255523,0,179.744705601529,0,83.6689287455499,0,313.520857439765,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,84.0672775874159,44.806293812433,123.328261362399,119.041866255523,0,179.744705601529,0,87.0782161043948,0,303.742340456555,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,88.841510903092,29.6469295788087,148.036092227375,119.041866255523,0,179.744705601529,0,109.20473784699,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,55.5645225150266,28.7239578621731,82.4050871678802,119.041866255523,0,179.744705601529,0,62.7756953977378,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,68.2379211462192,13.116455592667,123.359386699771,119.041866255523,0,179.744705601529,0,87.6314156619283,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,66.7875009669684,6.87352189955484,126.701480034382,119.041866255523,0,179.744705601529,0,76.6223629113135,0,412.800506297766,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,82.9915057249479,38.6160846614193,127.366926788477,119.041866255523,0,179.744705601529,0,124.712544483769,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,117.119328009987,35.8952907199284,198.343365300046,119.041866255523,0,179.744705601529,0,141.464486222284,0,555.54821851919,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,119.222169473697,53.3368001813155,185.107538766079,119.041866255523,0,179.744705601529,0,127.073193917185,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,NA,NA,NA,119.041866255523,0,179.744705601529,0,121.308550464749,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,49.6984701789964,13.176897174098,86.2200431838948,119.041866255523,0,179.744705601529,0,55.4606513780421,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,49.6010085679358,-4.2252958133896,103.427312949261,119.041866255523,0,179.744705601529,0,52.2419114915433,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,67.4957020631874,9.24530839099354,125.746095735381,119.041866255523,0,179.744705601529,0,95.5361677463273,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,49.4789497497181,-2.82018706329184,101.778086562728,119.041866255523,0,179.744705601529,0,49.3124870728645,0,402.285196725981,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,60.320334835393,13.5768769742133,107.063792696573,119.041866255523,0,179.744705601529,0,57.9824728749134,0,343.680961078388,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,64.0410639860602,23.4879255248668,104.594202447254,119.041866255523,0,179.744705601529,0,77.8127774358547,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,87.472641650221,42.5554751358665,132.389808164575,119.041866255523,0,179.744705601529,0,106.007995681961,0,322.700067091419,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,44.5937156430731,7.37275903151063,81.8146722546356,119.041866255523,0,179.744705601529,0,46.3954018175113,0,278.884569098546,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,67.725115189168,28.4715257683247,106.978704610011,119.041866255523,0,179.744705601529,0,81.1888321484504,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,43.5617970611209,2.31113297298219,84.8124611492596,119.041866255523,0,179.744705601529,0,39.533424009589,0,312.568196952725,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,67.122344164084,23.5525913157944,110.692097012374,119.041866255523,0,179.744705601529,0,107.449870486756,0,305.061059484798,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,85.3710429426863,41.4532811649301,129.288804720442,119.041866255523,0,179.744705601529,0,106.453831318905,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,57.3983368382075,36.3595216071877,78.4371520692272,119.041866255523,0,179.744705601529,0,59.7027296025344,0,176.554037377487,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,70.3597947603796,30.7572040922794,109.96238542848,119.041866255523,0,179.744705601529,0,108.670385012353,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,70.3475452120727,13.0003454527185,127.694744971427,119.041866255523,0,179.744705601529,0,78.1356838389379,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,61.160630412898,23.3259024247242,98.9953584010719,119.041866255523,0,179.744705601529,0,87.1892274398947,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,68.8365128555839,-5.48584069197427,143.158866403142,119.041866255523,0,179.744705601529,0,96.4319238286661,0,532.198792563602,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,76.5031373097345,26.124687312509,126.88158730696,119.041866255523,0,179.744705601529,0,101.714405464834,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,107.208177532194,43.9664185273077,170.449936537081,119.041866255523,0,179.744705601529,0,124.648423868297,0,445.104932420586,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,53.9334824377191,15.6296750428883,92.2372898325499,119.041866255523,0,179.744705601529,0,60.2097286957656,0,283.843073788242,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,89.033836473081,35.3568743920386,142.710798554123,119.041866255523,0,179.744705601529,0,100.001025061529,0,393.828078925047,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,61.2868109710693,21.308231078706,101.265390863433,119.041866255523,0,179.744705601529,0,65.2869597599981,0,305.879613691833,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,93.6219321831129,55.1833724237528,132.060491942473,82.4714156621339,24.6798834274501,140.262947896818,119.041866255523,0,179.744705601529,0,94.6184255234454,0,0,0,"chi","un",33,264,0.5,0,0.1,0,FALSE,0,TRUE,0.5,200,TRUE,0.0022375758893052,86
