"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_main","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,0,0,0,6.96091155799574,10.0018051598916,0.843728736499884,28.3101758987692,9.20415107101143,8.05691563827631,4.97178434054115,14.4573058914069,6.36753771503886,"normal","I",100,100,0.5,0,0,0,FALSE,0,FALSE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,68
