"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_main","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","S1_bs","S1_v_bs.sub_h_EigenPrism_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
7.99999999999999,0,0,0,0.336615547182076,0.134020300548392,0.53921079381576,0.00949058951326178,0.41468108278063,0.361819626120376,0.0179367042321857,"normal","I",500,250,0.5,0,0,0,FALSE,FALSE,0,"para-bs",1000,0.1,1e+05,97
