"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","sub_h_EigenPrism_total.1","sub_h_EigenPrism_CI1.1","sub_h_EigenPrism_CI2.1","sub_sub_h_EigenPrism_total","sub_sub_h_EigenPrism_CI1","sub_sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","sub_h_GCTA_total.1","sub_h_GCTA_inter.1","sub_sub_h_GCTA_total","sub_sub_h_GCTA_inter","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.65685871578912,1.2015179756472,2.11219945593104,1.65685871578912,1.2015179756472,2.11219945593104,1.5377045014135,0,1.5377045014135,0,1.52758481412721,0,1.52758481412721,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61941415947544,1.16425915915632,2.07456915979456,1.61941415947544,1.16425915915632,2.07456915979456,1.5377045014135,0,1.5377045014135,0,1.48117700510805,0,1.48117700510805,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.63866944651658,1.18354302814125,2.09379586489191,1.63866944651658,1.18354302814125,2.09379586489191,1.5377045014135,0,1.5377045014135,0,1.52811053173807,0,1.52811053173807,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.62091950798424,1.16467591232447,2.07716310364401,1.62091950798424,1.16467591232447,2.07716310364401,1.5377045014135,0,1.5377045014135,0,1.49865689824343,0,1.49865689824343,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.60974225331819,1.15458087724824,2.06490362938814,1.60974225331819,1.15458087724824,2.06490362938814,1.5377045014135,0,1.5377045014135,0,1.47164628990449,0,1.47164628990449,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61921632915014,1.16421486352859,2.07421779477169,1.61921632915014,1.16421486352859,2.07421779477169,1.5377045014135,0,1.5377045014135,0,1.47996309366009,0,1.47996309366009,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.6280010132544,1.17285709769088,2.08314492881793,1.6280010132544,1.17285709769088,2.08314492881793,1.5377045014135,0,1.5377045014135,0,1.49342186844509,0,1.49342186844509,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61827820659407,1.16312511321718,2.07343129997097,1.61827820659407,1.16312511321718,2.07343129997097,1.5377045014135,0,1.5377045014135,0,1.48362387345951,0,1.48362387345951,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61661199191648,1.16145854753038,2.07176543630259,1.61661199191648,1.16145854753038,2.07176543630259,1.5377045014135,0,1.5377045014135,0,1.48270283423746,0,1.48270283423746,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61678295383324,1.16166950035888,2.07189640730759,1.61678295383324,1.16166950035888,2.07189640730759,1.5377045014135,0,1.5377045014135,0,1.47769302163278,0,1.47769302163278,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.60964962770142,1.15442557565351,2.06487367974933,1.60964962770142,1.15442557565351,2.06487367974933,1.5377045014135,0,1.5377045014135,0,1.47308414845705,0,1.47308414845705,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61754065520433,1.16240531672379,2.07267599368486,1.61754065520433,1.16240531672379,2.07267599368486,1.5377045014135,0,1.5377045014135,0,1.47864552375473,0,1.47864552375473,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.6130133385197,1.15797743632705,2.06804924071234,1.6130133385197,1.15797743632705,2.06804924071234,1.5377045014135,0,1.5377045014135,0,1.48262145039909,0,1.48262145039909,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.64456303836799,1.18880081317868,2.10032526355729,1.64456303836799,1.18880081317868,2.10032526355729,1.5377045014135,0,1.5377045014135,0,1.51377732463064,0,1.51377732463064,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61955726213123,1.16437143838727,2.07474308587519,1.61955726213123,1.16437143838727,2.07474308587519,1.5377045014135,0,1.5377045014135,0,1.49382645179048,0,1.49382645179048,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.69473328483058,1.2322266153472,2.15723995431396,1.69473328483058,1.2322266153472,2.15723995431396,1.5377045014135,0,1.5377045014135,0,1.54673719596303,0,1.54673719596303,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.65575161280617,1.20063468521439,2.11086854039796,1.65575161280617,1.20063468521439,2.11086854039796,1.5377045014135,0,1.5377045014135,0,1.54271763976555,0,1.54271763976555,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.72226860007643,1.26714491209705,2.17739228805581,1.72226860007643,1.26714491209705,2.17739228805581,1.5377045014135,0,1.5377045014135,0,1.59762744715925,0,1.59762744715925,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.6239123323053,1.16876492296966,2.07905974164094,1.6239123323053,1.16876492296966,2.07905974164094,1.5377045014135,0,1.5377045014135,0,1.50445391772187,0,1.50445391772187,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.6396487323318,1.18394827206633,2.09534919259727,1.6396487323318,1.18394827206633,2.09534919259727,1.5377045014135,0,1.5377045014135,0,1.51127140886786,0,1.51127140886786,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.63311843576212,1.17797254289557,2.08826432862867,1.63311843576212,1.17797254289557,2.08826432862867,1.5377045014135,0,1.5377045014135,0,1.4965927978957,0,1.4965927978957,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.60150309270506,1.14642469439859,2.05658149101153,1.60150309270506,1.14642469439859,2.05658149101153,1.5377045014135,0,1.5377045014135,0,1.52524509658034,0,1.52524509658034,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.68975541661914,1.23444401722413,2.14506681601416,1.68975541661914,1.23444401722413,2.14506681601416,1.5377045014135,0,1.5377045014135,0,1.55762085995198,0,1.55762085995198,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.62228633643937,1.16713808324568,2.07743458963306,1.62228633643937,1.16713808324568,2.07743458963306,1.5377045014135,0,1.5377045014135,0,1.48325651292973,0,1.48325651292973,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.6153113421437,1.16020109895216,2.07042158533524,1.6153113421437,1.16020109895216,2.07042158533524,1.5377045014135,0,1.5377045014135,0,1.50025269262289,0,1.50025269262289,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.62001961872237,1.16462546841571,2.07541376902903,1.62001961872237,1.16462546841571,2.07541376902903,1.5377045014135,0,1.5377045014135,0,1.54814388320126,0,1.54814388320126,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61719288241889,1.161837745685,2.07254801915277,1.61719288241889,1.161837745685,2.07254801915277,1.5377045014135,0,1.5377045014135,0,1.49048315435263,0,1.49048315435263,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.69147247637625,1.23486519109881,2.14807976165369,1.69147247637625,1.23486519109881,2.14807976165369,1.5377045014135,0,1.5377045014135,0,1.56649102183029,0,1.56649102183029,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.58756660392198,1.13211510728204,2.04301810056193,1.58756660392198,1.13211510728204,2.04301810056193,1.5377045014135,0,1.5377045014135,0,1.4496987759637,0,1.4496987759637,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
8,2,0.621633104446795,11.2432662088936,1.62340584024065,1.1688873224344,2.07792435804689,1.62340584024065,1.1688873224344,2.07792435804689,1.61742919021716,1.16229217739796,2.07256620303636,1.61742919021716,1.16229217739796,2.07256620303636,1.5377045014135,0,1.5377045014135,0,1.4798421875303,0,1.4798421875303,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,2
