"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_e","sub_least_square_e","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,9.79144196216655,10.6441735353123,8.99806316325257,0,8.96434120167084,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,10.29748200533,8.99806316325257,0,8.44871979516281,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.68025276650188,8.99806316325257,0,9.3667931080861,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.42936527044706,8.99806316325257,0,7.83964674102669,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.79791211575188,8.99806316325257,0,8.62813087322906,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,10.1605368335031,8.99806316325257,0,11.0125009290675,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.91614099010125,8.99806316325257,0,9.86689810391387,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.12826914164893,8.99806316325257,0,8.96242611779695,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,10.0350245117403,8.99806316325257,0,8.26449824733591,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,10.559225158549,8.99806316325257,0,9.99085793124231,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,9.51799387375203,8.99806316325257,0,9.82667747912214,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
10,0,0,0,9.79144196216655,10.4591569013166,8.99806316325257,0,10.7486459779344,0,"normal","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,694
