"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,6.29227279777503,0,8.47911767392062,0,6.29227383004808,8.47912021671593,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,19.4590213125611,0,6.29227383004808,19.4590046307412,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,13.3319540387363,0,6.29227383004808,13.3319541657622,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,7.91985854400662,0,6.29227383004808,7.91985865916075,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.48638971894688e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.21724305500306e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.99941425608877e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.27889029482614e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,6.55505479990936,0,6.29227383004808,6.5550529346739,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0.877914572101146,0,6.29227383004808,0.87791234980723,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,13.7317799402764,0,6.29227383004808,13.7317681009368,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.49236374959903e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,15.2461955497719,0,6.29227383004808,15.2461815293266,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.53931532030547e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,8.02189518661776,0,6.29227383004808,8.02189450286123,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,14.5273022863238,0,6.29227383004808,14.527291187035,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.59394435724983e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,5.51752658557311,0,6.29227383004808,5.51752545873107,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,6.24393226831761,0,6.29227383004808,6.24393121328136,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,10.7173785659752,0,6.29227383004808,10.7173786958501,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,5.81715608060352,0,6.29227383004808,5.81715602672357,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.53087878569605e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.35638437128611e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.8832055270799e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,20.4057630641128,0,6.29227383004808,20.4057455753189,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,9.27562891779991,0,6.29227383004808,9.27562909113623,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,6.56668762860148,0,6.29227383004808,6.56668677398835,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,20.7283490744811,0,6.29227383004808,20.7283328021293,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,1.4705297112979e-06,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,0,0,6.29227383004808,9.41870209971728e-07,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,7.31152448575164,0,6.29227383004808,7.31152460109809,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
8,0,0,0,6.29227279777503,0,14.1680465470439,0,6.29227383004808,14.1680351297324,"normal","I",100,50,0.5,0,0,0,0,FALSE,FALSE,25,"leave-d",1000,0.5,1e+05,1
