"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,3.70355211799972,0,2.11409845894671,0,3.70355143742553,2.11409899592628,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,1.64616070951894e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,5.03513573415197,0,3.70355143742553,5.0351368105495,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,6.37747308977156,0,3.70355143742553,6.37747250667709,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,2.5201451154926,0,3.70355143742553,2.52014528425224,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,10.0372445310169,0,3.70355143742553,10.037242849917,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,2.06858286430193e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0.568559407727996,0,3.70355143742553,0.568559417093923,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,11.1509216640985,0,3.70355143742553,11.1509210103168,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,1.31108311756973e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,2.30883767159943e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0.825469017400667,0,3.70355143742553,0.825470185705583,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,2.29073089833653e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,2.22807629846765e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,9.75849175866732,0,3.70355143742553,9.75849174970787,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
8,0,0,0,3.70355211799972,0,0,0,3.70355143742553,1.83855332596041e-06,"normal","I",100,75,0.5,0,0,0,0,FALSE,FALSE,38,"leave-d",1000,0.5,1e+05,1
