"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","i_1","i_2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,6.79436508100506,1.99127003055764,11.5974601314525,6.93884923044555,0,6.69441991869028,0,1,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.03324899396356,2.16270316175854,11.9037948261686,6.93884923044555,0,6.91830382365892,0,2,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,8.35013208974987,3.6300178196711,13.0702463598286,6.93884923044555,0,8.56887564127289,0,3,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.11032174541766,2.23477113323486,11.9858723576005,6.93884923044555,0,6.99093505151664,0,4,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.09610949318902,2.25335890211434,11.9388600842637,6.93884923044555,0,6.93731675347421,0,5,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.13483866732271,2.26516409199125,12.0045132426542,6.93884923044555,0,7.01251269230809,0,6,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.36239547033412,2.4943202060638,12.2304707346044,6.93884923044555,0,7.13388222239555,0,7,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,6.6719143781614,2.00098558174601,11.3428431745768,6.93884923044555,0,6.46725820087656,0,8,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.30244038916621,2.41754174301968,12.1873390353127,6.93884923044555,0,7.17613290453002,0,9,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.17813495815913,2.3286029539017,12.0276669624166,6.93884923044555,0,7.01475899739658,0,10,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,6.26426300744737,1.60377477981345,10.9247512350813,6.93884923044555,0,6.24525934451342,0,11,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.40549141095907,2.55914358280155,12.2518392391166,6.93884923044555,0,7.30946035598391,0,12,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.61054629381863,2.80336786316239,12.4177247244749,6.93884923044555,0,7.46554417606512,0,13,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.16976058782461,2.29998770415045,12.0395334714988,6.93884923044555,0,6.98387689741523,0,14,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.05816015436226,2.18999996937525,11.9263203393493,6.93884923044555,0,6.89422131436837,0,15,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,6.82147548511962,1.9962999115844,11.6466510586548,6.93884923044555,0,6.7223059784556,0,16,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.26320199215194,2.3997229464351,12.1266810378688,6.93884923044555,0,7.12959370787707,0,17,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.08447650244997,2.22887981775642,11.9400731871435,6.93884923044555,0,6.93595632958753,0,18,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,6.10236940214899,1.40261389578869,10.8021249085093,6.93884923044555,0,6.27205101706535,0,19,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
8,2,0.0123263592816436,10.0246527185633,7.06756024821355,2.27032632693791,11.8647941694892,7.06543174545468,2.1900501720847,11.9408133188247,6.93884923044555,0,7.00491435013158,0,20,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,11
