"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","i_1","i_2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.04039864369254,1.4178239211686,10.6629733662165,5.13765586945255,0,4.54844617998278,0,1,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.49605160001692,1.76149564196744,11.2306075580664,5.13765586945255,0,5.21256308576687,0,2,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.10502333917558,1.38218989523572,10.8278567831155,5.13765586945255,0,4.9774267403703,0,3,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.54117174396762,1.80489713702285,11.2774463509124,5.13765586945255,0,5.41895410907333,0,4,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.5844450745864,1.86419035679684,11.304699792376,5.13765586945255,0,5.35193788047018,0,5,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.49368977457158,1.75433281073509,11.2330467384081,5.13765586945255,0,5.34882938340391,0,6,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.12234950976805,1.5200236855967,10.7246753339394,5.13765586945255,0,4.57302893295791,0,7,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.26378131222848,1.55057117155727,10.9769914528997,5.13765586945255,0,5.01015410325548,0,8,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.60168561374002,1.9072714081342,11.2960998193458,5.13765586945255,0,5.46470320868249,0,9,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
8,2,0.0123263592816436,10.0246527185633,6.32210117611914,1.66316190561872,10.9810404466196,6.36404606465086,1.65755781112686,11.0705343181749,5.13765586945255,0,5.23155577894101,0,10,0,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,21
