"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","sigma_main_approx","i"
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,12.8089210664594,6.36803467204704,19.2498074608718,11.2637125801886,0,10.3933863847181,0,11.5376250530877,0,11.3112001258717,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,13.0592728495387,7.25702628479169,18.8615194142858,11.2637125801886,0,10.3933863847181,0,11.3687141471682,0,9.34824745418982,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,14.0493136032438,8.09586727874957,20.0027599277379,11.2637125801886,0,10.3933863847181,0,12.4066576124615,0,10.3228419750596,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,11.2344991488931,5.29683815927464,17.1721601385116,11.2637125801886,0,10.3933863847181,0,9.68542435130744,0,9.25432338540085,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,11.4559027190351,5.66500844616998,17.2467969919002,11.2637125801886,0,10.3933863847181,0,10.0771117989127,0,9.37029988852115,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,13.5315139697412,7.02369194140638,20.039335998076,11.2637125801886,0,10.3933863847181,0,12.2873635787638,0,12.1998505920088,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,11.9074387569451,5.65428350186642,18.1605940120238,11.2637125801886,0,10.3933863847181,0,10.7114576896923,0,10.6444398164488,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,11.4998850438947,5.63403815166173,17.3657319361277,11.2637125801886,0,10.3933863847181,0,10.3059107397137,0,9.88580158825461,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,14.8128124088482,8.0845048065857,21.5411200111107,11.2637125801886,0,10.3933863847181,0,13.1903684940412,0,11.8560216787878,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
11.1955732914543,0,0,11.1955732914543,11.912931008564,5.80783571039529,18.0180263067327,11.6223982210518,6.08650712441586,17.1582893176877,11.2637125801886,0,10.3933863847181,0,10.2107524651995,0,9.07279406991598,0,"chi","I",33,561,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.00250735144056588,92
